file,method,pages,body_chars,total_lines,non_empty_lines,short_lines,garbage_chars,garbled_seqs,empty_ratio,score,issues
aria/knowledge/eu/02-mdcg/notified-bodies/md_mdcg_2020-11_guidance_renewal_designation_en.md,pymupdf-table,5,11573,227,171,8,9,5,0.247,72,garbled_sequences:5
aria/knowledge/eu/02-mdcg/notified-bodies/md_mdcg_2020-12_guidance_transitional_provisions_en.md,pdftotext,6,17256,261,230,4,5,2,0.119,87,
aria/knowledge/eu/02-mdcg/notified-bodies/md_mdcg_2020_4_nb_audits_covid-19_en.md,pymupdf-table,6,12766,260,194,1,9,7,0.254,79,garbled_sequences:7
aria/knowledge/eu/02-mdcg/notified-bodies/md_mdcg_2021-14-guidance-ivdr-codes_en.md,pdftotext,17,39141,1151,867,38,18,0,0.247,92,
aria/knowledge/eu/02-mdcg/notified-bodies/md_mdcg_qa_requirements_notified_bodies_en.md,pdftotext,21,57845,1251,1028,63,20,13,0.178,70,garbled_sequences:13
aria/knowledge/eu/02-mdcg/notified-bodies/mdcg_2020-3_en_1.md,pymupdf-table,21,41177,1092,948,198,118,18,0.132,53,orphaned_lines:198(20.9%); garbled_sequences:18
aria/knowledge/eu/02-mdcg/notified-bodies/mdcg_2021-23_en.md,pdftotext,7,19215,369,306,38,36,0,0.171,78,
aria/knowledge/eu/02-mdcg/notified-bodies/mdcg_2022-17_en_0.md,pdftotext,3,5859,123,106,10,2,2,0.138,74,
aria/knowledge/eu/02-mdcg/notified-bodies/mdcg_2022-4_en.md,pdftotext,11,28663,494,418,21,10,6,0.154,71,garbled_sequences:6
aria/knowledge/eu/02-mdcg/notified-bodies/mdcg_2023-2_en.md,pdftotext,8,12325,556,430,50,40,1,0.227,74,
aria/knowledge/eu/02-mdcg/notified-bodies/mdcg_2024-12_en.md,pdftotext,15,32813,788,611,65,44,18,0.225,61,garbled_sequences:18
aria/knowledge/eu/02-mdcg/other-guidance/md_guidance_meddevs.md,pdftotext,6,7302,217,189,5,6,0,0.129,95,
aria/knowledge/eu/02-mdcg/other-guidance/md_mdcg_camd_mdr_en.md,pymupdf-table,13,22580,284,182,47,6,38,0.359,55,orphaned_lines:47(25.8%); garbled_sequences:38
aria/knowledge/eu/02-mdcg/other-guidance/md_sector_lang-req-table-ivdr.md,pdftotext,12,19555,1375,1157,40,54,6,0.159,73,garbled_sequences:6
aria/knowledge/eu/02-mdcg/other-guidance/md_sector_lang-req-table-mdr.md,pdftotext,12,21420,1701,1403,41,63,4,0.175,73,garbled_sequences:4
aria/knowledge/eu/02-mdcg/other-guidance/mdcg_scheer_o_064.md,pymupdf-table,98,289546,5301,4293,282,19,91,0.19,69,garbled_sequences:91
aria/knowledge/eu/02-mdcg/other-topics/md_mdcg_2019_3_rev1_cecp_en.md,pdftotext,4,6856,140,112,6,11,0,0.2,90,
aria/knowledge/eu/02-mdcg/other-topics/md_mdcg_2021_25_en.md,pdftotext,11,24975,610,495,39,10,3,0.189,72,garbled_sequences:3
aria/knowledge/eu/02-mdcg/other-topics/mdcg_2022-11_en.md,pdftotext,7,13138,359,269,25,6,2,0.251,74,
aria/knowledge/eu/02-mdcg/other-topics/mdcg_2022-14_en.md,pdftotext,6,20651,327,287,11,5,0,0.122,93,
aria/knowledge/eu/02-mdcg/other-topics/mdcg_2022-18_add-1_en.md,pdftotext,2,3212,63,53,1,1,0,0.159,97,
aria/knowledge/eu/02-mdcg/other-topics/mdcg_2022-18_en_1.md,pdftotext,8,19087,420,335,37,17,0,0.202,81,
aria/knowledge/eu/02-mdcg/other-topics/mdr_proposal_extension-q-n-a_1.md,pymupdf-table,12,45106,547,475,33,0,36,0.132,68,garbled_sequences:36
aria/knowledge/eu/02-mdcg/other-topics/mdr_qna-ext-ivdr.md,pymupdf-table,17,52937,837,621,54,0,53,0.258,65,garbled_sequences:53
aria/knowledge/eu/02-mdcg/pmsv/mdcg_2022-21_en.md,pymupdf-table,40,82072,1883,1523,178,111,50,0.191,60,garbled_sequences:50
aria/knowledge/eu/02-mdcg/pmsv/mdcg_2023-3_en.md,pdftotext,24,79469,1521,1289,115,23,11,0.153,65,garbled_sequences:11
aria/knowledge/eu/02-mdcg/pmsv/mdcg_2024-1-1_en.md,pymupdf-table,7,13127,498,285,38,0,3,0.428,61,garbled_sequences:3
aria/knowledge/eu/02-mdcg/pmsv/mdcg_2024-1-2_en.md,pymupdf-table,8,13556,467,288,40,0,3,0.383,62,garbled_sequences:3
aria/knowledge/eu/02-mdcg/pmsv/mdcg_2024-1-3_en.md,pymupdf-table,6,14245,500,311,54,4,3,0.378,60,orphaned_lines:54(17.4%); garbled_sequences:3
aria/knowledge/eu/02-mdcg/pmsv/mdcg_2024-1-4_en.md,pdftotext,7,11773,371,258,37,6,3,0.305,61,garbled_sequences:3
aria/knowledge/eu/02-mdcg/pmsv/mdcg_2024-1-5_en_1.md,pdftotext,7,12136,391,267,50,6,3,0.317,60,orphaned_lines:50(18.7%); garbled_sequences:3
aria/knowledge/eu/02-mdcg/pmsv/mdcg_2024-1_en.md,pymupdf-table,6,12101,396,224,22,0,5,0.434,61,garbled_sequences:5
aria/knowledge/eu/02-mdcg/pmsv/mdcg_2025-10_en.md,pdftotext,23,57692,1449,1162,121,22,15,0.198,62,garbled_sequences:15
aria/knowledge/eu/02-mdcg/prrc/md_mdcg_2019_7_guidance_art15_mdr_ivdr_en.md,pdftotext,10,26323,463,395,4,11,0,0.147,98,
aria/knowledge/eu/02-mdcg/standards/md_mdcg_2021_5_en.md,pymupdf-table,27,76099,1237,1038,7,0,36,0.161,79,garbled_sequences:36
aria/knowledge/eu/02-mdcg/udi/md_2018-3-guidance-udi-spp_en.md,pdftotext,4,6326,143,114,5,3,1,0.203,87,
aria/knowledge/eu/02-mdcg/udi/md_2021-10_en.md,pdftotext,3,5907,238,188,5,2,1,0.21,90,
aria/knowledge/eu/02-mdcg/udi/md_2021-19_en.md,pymupdf-table,10,23784,505,389,26,25,11,0.23,68,garbled_sequences:11
aria/knowledge/eu/02-mdcg/udi/md_mdcg_2018-1_guidance_udi-di_en.md,pdftotext,4,7782,166,142,12,3,2,0.145,76,
aria/knowledge/eu/02-mdcg/udi/md_mdcg_2018_4_udi_core_spp_en.md,pdftotext,3,3497,84,69,3,2,0,0.179,92,
aria/knowledge/eu/02-mdcg/udi/md_mdcg_2018_5_software_en.md,pdftotext,3,5050,130,97,12,2,0,0.254,79,
aria/knowledge/eu/02-mdcg/udi/md_mdcg_2018_6_art16_en.md,pdftotext,2,2285,54,44,0,1,0,0.185,100,
aria/knowledge/eu/02-mdcg/udi/md_mdcg_2018_7_languages_en.md,pdftotext,3,5330,105,90,4,2,2,0.143,82,
aria/knowledge/eu/02-mdcg/udi/md_mdcg_2019_1_budi_rules_ie_en.md,pdftotext,2,1453,43,31,2,3,0,0.279,88,
aria/knowledge/eu/02-mdcg/udi/md_mdcg_2019_2_gui_udi_dev_en.md,pdftotext,3,6539,121,105,2,2,2,0.132,87,
aria/knowledge/eu/02-mdcg/udi/mdcg_2022-7_en.md,pymupdf-table,13,32622,658,482,33,12,3,0.267,73,garbled_sequences:3
aria/knowledge/eu/02-mdcg/udi/mdcg_2024-14_en.md,pdftotext,13,23344,535,407,35,12,0,0.239,85,
aria/knowledge/eu/02-mdcg/udi/mdcg_2025-7_en.md,pdftotext,6,13126,350,271,64,5,0,0.226,75,orphaned_lines:64(23.6%)
aria/knowledge/eu/02-mdcg/udi/mdcg_2025-8_en.md,pdftotext,43,74251,4163,3699,1991,42,0,0.111,75,orphaned_lines:1991(53.8%)
aria/knowledge/eu/03-meddev/2_-12-1_rev8_en.md,pymupdf-table,64,143272,3696,2668,375,150,875,0.278,56,garbled_sequences:875
aria/knowledge/eu/03-meddev/2_12_2_ol_en.md,pymupdf-table,14,22251,909,731,403,46,14,0.196,54,orphaned_lines:403(55.1%); garbled_sequences:14
aria/knowledge/eu/03-meddev/2_7_1_rev4_en.md,pymupdf-table,65,187427,3441,2965,369,0,24,0.138,59,garbled_sequences:24
aria/knowledge/eu/03-meddev/AdditionalGuidance_-MEDDEV_2_12_1_Final_070519-002.md,pdftotext,15,24829,455,388,45,32,147,0.147,60,garbled_sequences:147
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-351.md,beautifulsoup (documentid comment parsing),0,16551,155,75,0,0,0,0.516,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-352.md,beautifulsoup (documentid comment parsing),0,59517,456,224,0,0,0,0.509,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-353.md,beautifulsoup (documentid comment parsing),0,66512,726,343,0,0,0,0.528,90,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-353a-1.md,beautifulsoup (documentid comment parsing),0,1883,40,20,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-353a.md,beautifulsoup (documentid comment parsing),0,8496,113,54,0,0,0,0.522,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-353b.md,beautifulsoup (documentid comment parsing),0,16655,271,134,0,0,0,0.506,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-353c.md,beautifulsoup (documentid comment parsing),0,3302,56,27,0,0,0,0.518,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-353d.md,beautifulsoup (documentid comment parsing),0,9837,133,66,0,0,0,0.504,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-354.md,beautifulsoup (documentid comment parsing),0,4631,41,20,0,0,0,0.512,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-355-1.md,beautifulsoup (documentid comment parsing),0,54207,704,349,0,0,0,0.504,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-355-2.md,beautifulsoup (documentid comment parsing),0,14356,231,111,0,0,0,0.519,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-355.md,beautifulsoup (documentid comment parsing),0,270656,2423,1165,0,0,12,0.519,71,garbled_sequences:12
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-355a.md,beautifulsoup (documentid comment parsing),0,50342,548,271,0,0,0,0.505,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-355b.md,beautifulsoup (documentid comment parsing),0,3390,49,24,0,0,0,0.51,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-355c-1.md,beautifulsoup (documentid comment parsing),0,9299,103,50,0,0,0,0.515,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-355c.md,beautifulsoup (documentid comment parsing),0,61046,706,349,0,0,0,0.506,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-355d.md,beautifulsoup (documentid comment parsing),0,1327,14,7,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-355e.md,beautifulsoup (documentid comment parsing),0,2938,55,28,0,0,0,0.491,93,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-355f.md,beautifulsoup (documentid comment parsing),0,7616,136,67,0,0,0,0.507,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-355g.md,beautifulsoup (documentid comment parsing),0,4474,96,47,0,0,0,0.51,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-355h.md,beautifulsoup (documentid comment parsing),0,53460,717,353,0,0,0,0.508,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356-1.md,beautifulsoup (documentid comment parsing),0,3600,51,25,0,0,0,0.51,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356-2.md,beautifulsoup (documentid comment parsing),0,3538,65,32,0,0,0,0.508,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356.md,beautifulsoup (documentid comment parsing),0,40917,443,220,0,0,0,0.503,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356a.md,beautifulsoup (documentid comment parsing),0,6642,78,39,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356b.md,beautifulsoup (documentid comment parsing),0,6294,75,37,0,0,0,0.507,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356c-1.md,beautifulsoup (documentid comment parsing),0,4189,60,29,0,0,0,0.517,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356c.md,beautifulsoup (documentid comment parsing),0,20732,224,109,0,0,0,0.513,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356d.md,beautifulsoup (documentid comment parsing),0,5633,91,45,0,0,0,0.505,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356e.md,beautifulsoup (documentid comment parsing),0,2890,68,33,0,0,0,0.515,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356f.md,beautifulsoup (documentid comment parsing),0,2562,47,24,0,0,0,0.489,93,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356g.md,beautifulsoup (documentid comment parsing),0,4052,53,26,0,0,0,0.509,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356h.md,beautifulsoup (documentid comment parsing),0,4979,91,45,0,0,0,0.505,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356i.md,beautifulsoup (documentid comment parsing),0,8359,82,41,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356j.md,beautifulsoup (documentid comment parsing),0,10697,153,75,0,0,0,0.51,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356k.md,beautifulsoup (documentid comment parsing),0,10221,102,50,0,0,0,0.51,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-356l.md,beautifulsoup (documentid comment parsing),0,6945,95,48,0,0,0,0.495,93,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-357.md,beautifulsoup (documentid comment parsing),0,16144,238,118,0,0,0,0.504,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-358.md,beautifulsoup (documentid comment parsing),0,5413,49,24,0,0,0,0.51,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-359.md,beautifulsoup (documentid comment parsing),0,986,14,7,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360.md,beautifulsoup (documentid comment parsing),0,67287,549,268,0,0,0,0.512,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360a-1.md,beautifulsoup (documentid comment parsing),0,14872,147,73,0,0,0,0.503,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360a-2.md,beautifulsoup (documentid comment parsing),0,18706,260,126,0,0,0,0.515,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360a.md,beautifulsoup (documentid comment parsing),0,1410,18,9,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360aa.md,beautifulsoup (documentid comment parsing),0,12899,128,63,0,0,0,0.508,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360b-1.md,beautifulsoup (documentid comment parsing),0,3029,29,15,0,0,0,0.483,94,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360b.md,beautifulsoup (documentid comment parsing),0,108463,759,361,0,0,0,0.524,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360bb.md,beautifulsoup (documentid comment parsing),0,5955,64,31,0,0,0,0.516,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360bbb-0.md,beautifulsoup (documentid comment parsing),0,10614,148,71,0,0,0,0.52,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360bbb-1.md,beautifulsoup (documentid comment parsing),0,1633,19,9,0,0,0,0.526,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360bbb-2.md,beautifulsoup (documentid comment parsing),0,2165,22,11,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360bbb-3.md,beautifulsoup (documentid comment parsing),0,51602,583,286,0,0,3,0.509,77,garbled_sequences:3
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360bbb-4.md,beautifulsoup (documentid comment parsing),0,47408,546,267,0,0,0,0.511,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360bbb-5.md,beautifulsoup (documentid comment parsing),0,9415,136,67,0,0,0,0.507,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360bbb-6.md,beautifulsoup (documentid comment parsing),0,1901,42,21,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360bbb-7.md,beautifulsoup (documentid comment parsing),0,2054,44,22,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360bbb-8.md,beautifulsoup (documentid comment parsing),0,22903,326,160,0,0,0,0.509,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360bbb.md,beautifulsoup (documentid comment parsing),0,13573,122,60,0,0,0,0.508,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360c-1.md,beautifulsoup (documentid comment parsing),0,928,18,9,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360c.md,beautifulsoup (documentid comment parsing),0,60994,503,239,0,0,0,0.525,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360cc.md,beautifulsoup (documentid comment parsing),0,11090,104,51,0,0,0,0.51,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360ccc-1.md,beautifulsoup (documentid comment parsing),0,17291,219,104,0,0,3,0.525,76,garbled_sequences:3
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360ccc-2.md,beautifulsoup (documentid comment parsing),0,5775,68,32,0,0,0,0.529,90,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360ccc.md,beautifulsoup (documentid comment parsing),0,20750,217,103,0,0,0,0.525,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360d.md,beautifulsoup (documentid comment parsing),0,28650,244,118,0,0,0,0.516,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360dd.md,beautifulsoup (documentid comment parsing),0,793,5,3,0,0,0,0.4,100,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360ddd-1.md,beautifulsoup (documentid comment parsing),0,7278,116,58,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360ddd-2.md,beautifulsoup (documentid comment parsing),0,785,14,7,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360ddd.md,beautifulsoup (documentid comment parsing),0,5191,78,38,0,0,0,0.513,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360e-1.md,beautifulsoup (documentid comment parsing),0,4526,72,35,0,0,0,0.514,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360e-3.md,beautifulsoup (documentid comment parsing),0,8775,127,63,0,0,0,0.504,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360e-4.md,beautifulsoup (documentid comment parsing),0,3074,46,23,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360e.md,beautifulsoup (documentid comment parsing),0,51138,433,206,0,0,0,0.524,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360ee-1.md,beautifulsoup (documentid comment parsing),0,1299,22,11,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360ee.md,beautifulsoup (documentid comment parsing),0,17439,161,79,0,0,0,0.509,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360eee-1.md,beautifulsoup (documentid comment parsing),0,70784,833,413,0,0,0,0.504,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360eee-2.md,beautifulsoup (documentid comment parsing),0,3998,61,30,0,0,0,0.508,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360eee-3.md,beautifulsoup (documentid comment parsing),0,7507,104,52,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360eee-4.md,beautifulsoup (documentid comment parsing),0,3601,47,24,0,0,0,0.489,93,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360eee.md,beautifulsoup (documentid comment parsing),0,19028,298,148,0,0,0,0.503,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360f.md,beautifulsoup (documentid comment parsing),0,3921,36,17,0,0,0,0.528,90,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360ff-1.md,beautifulsoup (documentid comment parsing),0,5358,69,33,0,0,0,0.522,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360ff.md,beautifulsoup (documentid comment parsing),0,20947,302,149,0,0,0,0.507,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360fff-1.md,beautifulsoup (documentid comment parsing),0,670,5,3,0,0,0,0.4,100,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360fff-2.md,beautifulsoup (documentid comment parsing),0,7798,112,56,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360fff-3.md,beautifulsoup (documentid comment parsing),0,17160,214,105,0,0,0,0.509,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360fff-4.md,beautifulsoup (documentid comment parsing),0,3776,64,32,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360fff-5.md,beautifulsoup (documentid comment parsing),0,242,3,2,0,0,0,0.333,100,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360fff-6.md,beautifulsoup (documentid comment parsing),0,10503,118,59,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360fff-7.md,beautifulsoup (documentid comment parsing),0,3686,47,23,0,0,0,0.511,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360fff-8.md,beautifulsoup (documentid comment parsing),0,228,5,3,0,0,0,0.4,100,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360fff.md,beautifulsoup (documentid comment parsing),0,3863,60,28,0,0,0,0.533,90,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360g-1.md,beautifulsoup (documentid comment parsing),0,3902,48,24,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360g-2.md,beautifulsoup (documentid comment parsing),0,2291,33,16,0,0,0,0.515,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360g.md,beautifulsoup (documentid comment parsing),0,6660,72,35,0,0,0,0.514,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360h-1.md,beautifulsoup (documentid comment parsing),0,2000,40,20,0,0,0,0.5,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360h.md,beautifulsoup (documentid comment parsing),0,10328,95,44,0,0,0,0.537,90,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360hh.md,beautifulsoup (documentid comment parsing),0,4109,54,26,0,0,0,0.519,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360i.md,beautifulsoup (documentid comment parsing),0,41466,490,238,0,0,0,0.514,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360ii.md,beautifulsoup (documentid comment parsing),0,5516,67,33,0,0,0,0.507,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360j.md,beautifulsoup (documentid comment parsing),0,87005,797,381,0,0,0,0.522,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360jj.md,beautifulsoup (documentid comment parsing),0,4490,58,28,0,0,0,0.517,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360k.md,beautifulsoup (documentid comment parsing),0,1433,23,12,0,0,0,0.478,94,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360kk.md,beautifulsoup (documentid comment parsing),0,11956,101,49,0,0,0,0.515,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360l.md,beautifulsoup (documentid comment parsing),0,7236,81,40,0,0,0,0.506,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360ll.md,beautifulsoup (documentid comment parsing),0,8844,70,34,0,0,0,0.514,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360m.md,beautifulsoup (documentid comment parsing),0,17086,214,106,0,0,0,0.505,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360mm.md,beautifulsoup (documentid comment parsing),0,5860,45,22,0,0,0,0.511,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360n-1.md,beautifulsoup (documentid comment parsing),0,1959,27,13,0,0,0,0.519,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360n-2.md,beautifulsoup (documentid comment parsing),0,5903,67,33,0,0,0,0.507,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360n.md,beautifulsoup (documentid comment parsing),0,9451,174,86,0,0,0,0.506,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360nn.md,beautifulsoup (documentid comment parsing),0,7506,51,25,0,0,0,0.51,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360oo.md,beautifulsoup (documentid comment parsing),0,3572,46,22,0,0,0,0.522,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360pp.md,beautifulsoup (documentid comment parsing),0,4542,57,28,0,0,0,0.509,92,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360qq.md,beautifulsoup (documentid comment parsing),0,525,3,2,0,0,0,0.333,100,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360rr.md,beautifulsoup (documentid comment parsing),0,1799,25,12,0,0,0,0.52,91,
aria/knowledge/fda/01-statute/fdc-act-title21-chap9-subchapV/section-360ss.md,beautifulsoup (documentid comment parsing),0,5324,65,31,0,0,0,0.523,91,
aria/knowledge/fda/02-regulation/21cfr-subchapter-h/part-800.md,xml.etree.ElementTree (PART-level chunking),0,70791,827,563,92,0,1,0.319,70,orphaned_lines:92(16.3%)
aria/knowledge/fda/02-regulation/21cfr-subchapter-h/part-801.md,xml.etree.ElementTree (PART-level chunking),0,124858,1340,791,80,2,18,0.41,62,garbled_sequences:18
aria/knowledge/fda/02-regulation/21cfr-subchapter-h/part-803.md,xml.etree.ElementTree (PART-level chunking),0,66480,936,511,37,0,2,0.454,74,
aria/knowledge/fda/02-regulation/21cfr-subchapter-h/part-806.md,xml.etree.ElementTree (PART-level chunking),0,15489,207,121,15,0,5,0.415,58,garbled_sequences:5
